area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg,_metric
48000,5,31-33,54,0,2019,A,,25577,905953,72263866118,9888791186,248569825,1534,79766,,1.03,0.83,0.94,0.75,0.90,1.13,1.13,,819,3.3,26444,3.0,3971754008,5.8,209468883,2.2,-20612198,-7.7,41,2.7,2118,2.7,avg_pay_manufacturing
48000,0,10,50,0,2019,A,,714982,12590406,752827549706,117042924238,2321003984,1150,59794,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,19714,2.8,288048,2.3,42407444068,6.0,2998881138,2.6,-140732861,-5.7,39,3.5,2047,3.5,employment_all_industries
48000,5,51,54,0,2019,A,,10627,208591,18952054661,2261916158,66382532,1747,90857,,0.82,0.86,0.65,0.70,0.90,0.75,0.75,,799,8.1,4769,2.3,1202268587,6.8,73185915,3.3,-1058562,-1.6,72,4.3,3772,4.3,employment_information
48000,0,10,50,0,2020,A,,737064,12070210,758879179884,112880061347,1970323561,1209,62872,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,22082,3.1,-520196,-4.1,6051630178,0.8,-4162862891,-3.6,-350680423,-15.1,59,5.1,3078,5.1,avg_pay_all_industries
48000,5,51,54,0,2020,A,,11822,198521,20414871464,2127128349,64878485,1978,102835,,0.85,0.84,0.65,0.68,1.02,0.77,0.77,,1195,11.2,-10070,-4.8,1462816803,7.7,-134787809,-6.0,-1504047,-2.3,231,13.2,11978,13.2,avg_pay_information
48000,5,54,54,0,2020,A,,102502,831633,83687623982,9626622667,221494155,1935,100630,,1.11,1.01,0.97,0.97,1.19,0.96,0.96,,5407,5.6,6915,0.8,3587133193,4.5,-113219817,-1.2,-31231983,-12.4,67,3.6,3505,3.6,avg_pay_prof_sci_tech
48000,5,31-33,54,0,2020,A,,26257,867807,70471349250,9541915704,196535245,1562,81206,,1.04,0.83,0.93,0.75,0.85,1.13,1.13,,680,2.7,-38146,-4.2,-1792516868,-2.5,-346875482,-3.5,-52034580,-20.9,28,1.8,1440,1.8,avg_pay_manufacturing
48000,0,10,50,0,2020,A,,737064,12070210,758879179884,112880061347,1970323561,1209,62872,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,22082,3.1,-520196,-4.1,6051630178,0.8,-4162862891,-3.6,-350680423,-15.1,59,5.1,3078,5.1,employment_all_industries
48000,5,51,54,0,2020,A,,11822,198521,20414871464,2127128349,64878485,1978,102835,,0.85,0.84,0.65,0.68,1.02,0.77,0.77,,1195,11.2,-10070,-4.8,1462816803,7.7,-134787809,-6.0,-1504047,-2.3,231,13.2,11978,13.2,employment_information
48000,0,10,50,0,2021,A,,769389,12526069,826343142272,120674698650,2449027868,1269,65970,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,32325,4.4,455859,3.8,67463962388,8.9,7794637303,6.9,478704307,24.3,60,5.0,3098,4.9,avg_pay_all_industries
48000,5,51,54,0,2021,A,,13466,207472,23284152715,2346610838,68479586,2158,112228,,0.84,0.84,0.63,0.68,0.84,0.75,0.75,,1644,13.9,8951,4.5,2869281251,14.1,219482489,10.3,3601101,5.6,180,9.1,9393,9.1,avg_pay_information
48000,5,54,54,0,2021,A,,111305,895444,95801363549,10911540133,263367166,2057,106988,,1.11,1.04,1.00,1.01,1.12,0.96,0.96,,8803,8.6,63811,7.7,12113739567,14.5,1284917466,13.3,41873011,18.9,122,6.3,6358,6.3,avg_pay_prof_sci_tech
48000,5,31-33,54,0,2021,A,,27082,874313,73016618469,9816877109,216565096,1606,83513,,1.05,0.82,0.91,0.74,0.82,1.12,1.12,,825,3.1,6506,0.7,2545269219,3.6,274961405,2.9,20029851,10.2,44,2.8,2307,2.8,avg_pay_manufacturing
48000,0,10,50,0,2021,A,,769389,12526069,826343142272,120674698650,2449027868,1269,65970,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,32325,4.4,455859,3.8,67463962388,8.9,7794637303,6.9,478704307,24.3,60,5.0,3098,4.9,employment_all_industries
48000,5,51,54,0,2021,A,,13466,207472,23284152715,2346610838,68479586,2158,112228,,0.84,0.84,0.63,0.68,0.84,0.75,0.75,,1644,13.9,8951,4.5,2869281251,14.1,219482489,10.3,3601101,5.6,180,9.1,9393,9.1,employment_information
48000,0,10,50,0,2022,A,,805090,13249119,922330629814,131948997209,2623266885,1339,69614,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,35701,4.6,723050,5.8,95987487542,11.6,11274298559,9.3,174239017,7.1,70,5.5,3644,5.5,avg_pay_all_industries
48000,5,51,54,0,2022,A,,14699,229747,26734749795,2631750282,64682050,2238,116366,,0.80,0.85,0.69,0.68,0.76,0.81,0.81,,1233,9.2,22275,10.7,3450597080,14.8,285139444,12.2,-3797536,-5.5,80,3.7,4138,3.7,avg_pay_information
48000,5,54,54,0,2022,A,,121283,994144,111104968151,12145590441,276549671,2149,111759,,1.11,1.07,1.02,1.01,1.12,0.96,0.96,,9978,9.0,98700,11.0,15303604602,16.0,1234050308,11.3,13182505,5.0,92,4.5,4771,4.5,avg_pay_prof_sci_tech
48000,5,31-33,54,0,2022,A,,28171,925394,80884680874,10573226126,234698149,1681,87406,,1.06,0.82,0.91,0.74,0.83,1.11,1.11,,1089,4.0,51081,5.8,7868062405,10.8,756349017,7.7,18133053,8.4,75,4.7,3893,4.7,avg_pay_manufacturing
48000,0,10,50,0,2022,A,,805090,13249119,922330629814,131948997209,2623266885,1339,69614,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,35701,4.6,723050,5.8,95987487542,11.6,11274298559,9.3,174239017,7.1,70,5.5,3644,5.5,employment_all_industries
48000,5,51,54,0,2022,A,,14699,229747,26734749795,2631750282,64682050,2238,116366,,0.80,0.85,0.69,0.68,0.76,0.81,0.81,,1233,9.2,22275,10.7,3450597080,14.8,285139444,12.2,-3797536,-5.5,80,3.7,4138,3.7,employment_information
48000,0,10,50,0,2023,A,,831701,13701879,990887554535,132591296913,2187924999,1391,72318,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,26611,3.3,452760,3.4,68556924721,7.4,642299704,0.5,-435341886,-16.6,52,3.9,2704,3.9,avg_pay_all_industries
48000,5,51,54,0,2023,A,,15321,234028,28817543816,2588867853,54269939,2368,123137,,0.76,0.88,0.70,0.70,0.85,0.80,0.80,,622,4.2,4281,1.9,2082794021,7.8,-42882429,-1.6,-10412111,-16.1,130,5.8,6771,5.8,avg_pay_information
48000,5,54,54,0,2023,A,,128666,1036847,120060383575,12251369606,229364432,2227,115794,,1.10,1.08,1.03,1.02,1.15,0.96,0.96,,7383,6.1,42703,4.3,8955415424,8.1,105779165,0.9,-47185239,-17.1,78,3.6,4035,3.6,avg_pay_prof_sci_tech
48000,5,31-33,54,0,2023,A,,29195,955403,87121579931,10689653092,197626820,1754,91188,,1.06,0.83,0.92,0.75,0.87,1.11,1.10,,1024,3.6,30009,3.2,6236899057,7.7,116426966,1.1,-37071329,-15.8,73,4.3,3782,4.3,avg_pay_manufacturing
48000,0,10,50,0,2023,A,,831701,13701879,990887554535,132591296913,2187924999,1391,72318,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,26611,3.3,452760,3.4,68556924721,7.4,642299704,0.5,-435341886,-16.6,52,3.9,2704,3.9,employment_all_industries
48000,5,51,54,0,2023,A,,15321,234028,28817543816,2588867853,54269939,2368,123137,,0.76,0.88,0.70,0.70,0.85,0.80,0.80,,622,4.2,4281,1.9,2082794021,7.8,-42882429,-1.6,-10412111,-16.1,130,5.8,6771,5.8,employment_information
48000,0,10,50,0,2024,A,,846066,13936364,1050719656261,133414833027,1947116045,1450,75394,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,14365,1.7,234485,1.7,59832101726,6.0,823536114,0.6,-240808954,-11.0,59,4.2,3076,4.3,avg_pay_all_industries
48000,5,51,54,0,2024,A,,15452,225306,29749582939,2490690514,52425866,2539,132041,,0.75,0.86,0.65,0.69,0.87,0.76,0.76,,131,0.9,-8722,-3.7,932039123,3.2,-98177339,-3.8,-1844073,-3.4,171,7.2,8904,7.2,avg_pay_information
48000,5,54,54,0,2024,A,,132852,1046565,128232281524,12167757264,224465226,2356,122527,,1.10,1.08,1.04,1.01,1.22,0.96,0.96,,4186,3.3,9718,0.9,8171897949,6.8,-83612342,-0.7,-4899206,-2.1,129,5.8,6733,5.8,avg_pay_prof_sci_tech
48000,5,31-33,54,0,2024,A,,30070,973674,91955006261,10729974496,166851644,1816,94441,,1.08,0.85,0.94,0.76,0.85,1.11,1.11,,875,3.0,18271,1.9,4833426330,5.5,40321404,0.4,-30775176,-15.6,62,3.5,3253,3.6,avg_pay_manufacturing
48000,0,10,50,0,2024,A,,846066,13936364,1050719656261,133414833027,1947116045,1450,75394,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,14365,1.7,234485,1.7,59832101726,6.0,823536114,0.6,-240808954,-11.0,59,4.2,3076,4.3,employment_all_industries
48000,5,51,54,0,2024,A,,15452,225306,29749582939,2490690514,52425866,2539,132041,,0.75,0.86,0.65,0.69,0.87,0.76,0.76,,131,0.9,-8722,-3.7,932039123,3.2,-98177339,-3.8,-1844073,-3.4,171,7.2,8904,7.2,employment_information
48000,0,10,50,0,2025,A,,856043,14102892,1099958948843,135552148854,2086971317,1500,77995,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,9977,1.2,166528,1.2,49239292582,4.7,2137315827,1.6,139855272,7.2,50,3.4,2601,3.4,avg_pay_all_industries
48000,5,51,54,0,2025,A,,15688,223703,30960028070,2463851183,64624482,2661,138398,,0.75,0.87,0.63,0.67,0.94,0.73,0.73,,236,1.5,-1603,-0.7,1210445131,4.1,-26839331,-1.1,12198616,23.3,122,4.8,6357,4.8,avg_pay_information
48000,5,54,54,0,2025,A,,134994,1061462,135758001120,12402829992,270304605,2460,127897,,1.09,1.09,1.04,1.01,1.30,0.95,0.95,,2142,1.6,14897,1.4,7525719596,5.9,235072728,1.9,45839379,20.4,104,4.4,5370,4.4,avg_pay_prof_sci_tech
48000,5,31-33,54,0,2025,A,,30756,988002,96339906336,10901178336,176871762,1875,97510,,1.10,0.87,0.95,0.77,0.87,1.10,1.10,,686,2.3,14328,1.5,4384900075,4.8,171203840,1.6,10020118,6.0,59,3.2,3069,3.2,avg_pay_manufacturing
48000,0,10,50,0,2025,A,,856043,14102892,1099958948843,135552148854,2086971317,1500,77995,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,9977,1.2,166528,1.2,49239292582,4.7,2137315827,1.6,139855272,7.2,50,3.4,2601,3.4,employment_all_industries
48000,5,51,54,0,2025,A,,15688,223703,30960028070,2463851183,64624482,2661,138398,,0.75,0.87,0.63,0.67,0.94,0.73,0.73,,236,1.5,-1603,-0.7,1210445131,4.1,-26839331,-1.1,12198616,23.3,122,4.8,6357,4.8,employment_information
